"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/21/2023","AQS","130890002","2","29.6","ppb","27","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/22/2023","AQS","130890002","2","27.6","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/23/2023","AQS","130890002","2","20.8","ppb","19","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/24/2023","AQS","130890002","2","26.5","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/25/2023","AQS","130890002","2","19.3","ppb","18","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/26/2023","AQS","130890002","2","13.5","ppb","12","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/27/2023","AQS","130890002","2","15.9","ppb","14","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/28/2023","AQS","130890002","2","29.5","ppb","27","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"10/31/2023","AQS","130890002","2","12","ppb","11","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/01/2023","AQS","130890002","2","31.4","ppb","29","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/02/2023","AQS","130890002","2","33.6","ppb","31","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/03/2023","AQS","130890002","2","40.7","ppb","38","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/04/2023","AQS","130890002","2","38.3","ppb","36","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/05/2023","AQS","130890002","2","36.7","ppb","34","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/06/2023","AQS","130890002","2","44.1","ppb","42","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/07/2023","AQS","130890002","2","42.2","ppb","40","South DeKalb","22","92.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/08/2023","AQS","130890002","2","29.5","ppb","27","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/09/2023","AQS","130890002","2","33.3","ppb","31","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/10/2023","AQS","130890002","2","16.5","ppb","15","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/11/2023","AQS","130890002","2","9.6","ppb","8","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/12/2023","AQS","130890002","2","13.5","ppb","12","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/13/2023","AQS","130890002","2","30.6","ppb","28","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/14/2023","AQS","130890002","2","15.1","ppb","14","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/15/2023","AQS","130890002","2","11.8","ppb","10","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/16/2023","AQS","130890002","2","19.4","ppb","18","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/17/2023","AQS","130890002","2","19.8","ppb","18","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/18/2023","AQS","130890002","2","18.7","ppb","17","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/19/2023","AQS","130890002","2","20.1","ppb","19","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/20/2023","AQS","130890002","2","8.3","ppb","8","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/21/2023","AQS","130890002","2","12.6","ppb","11","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/22/2023","AQS","130890002","2","14.5","ppb","13","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/23/2023","AQS","130890002","2","20.6","ppb","19","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/24/2023","AQS","130890002","2","27.7","ppb","25","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/25/2023","AQS","130890002","2","18.3","ppb","17","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/26/2023","AQS","130890002","2","20.9","ppb","19","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/27/2023","AQS","130890002","2","18.5","ppb","17","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/28/2023","AQS","130890002","2","26.4","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/29/2023","AQS","130890002","2","39.8","ppb","37","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"11/30/2023","AQS","130890002","2","34.2","ppb","32","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/01/2023","AQS","130890002","2","17.4","ppb","16","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/02/2023","AQS","130890002","2","12.6","ppb","11","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/03/2023","AQS","130890002","2","28.6","ppb","26","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/04/2023","AQS","130890002","2","17","ppb","16","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/05/2023","AQS","130890002","2","37.3","ppb","35","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/06/2023","AQS","130890002","2","22.2","ppb","21","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/07/2023","AQS","130890002","2","36.4","ppb","34","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/08/2023","AQS","130890002","2","30.5","ppb","28","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/09/2023","AQS","130890002","2","15.2","ppb","14","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/10/2023","AQS","130890002","2","12.2","ppb","11","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/11/2023","AQS","130890002","2","27.5","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/12/2023","AQS","130890002","2","29.3","ppb","27","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/13/2023","AQS","130890002","2","36.4","ppb","34","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/14/2023","AQS","130890002","2","33.9","ppb","31","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/15/2023","AQS","130890002","2","36.2","ppb","34","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/16/2023","AQS","130890002","2","26.5","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/17/2023","AQS","130890002","2","7.2","ppb","7","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/18/2023","AQS","130890002","2","10.2","ppb","9","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/20/2023","AQS","130890002","2","34.1","ppb","32","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/21/2023","AQS","130890002","2","42","ppb","40","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/22/2023","AQS","130890002","2","42.9","ppb","40","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/23/2023","AQS","130890002","2","36.3","ppb","34","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/24/2023","AQS","130890002","2","19.1","ppb","18","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/25/2023","AQS","130890002","2","5.1","ppb","5","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/26/2023","AQS","130890002","2","19.8","ppb","18","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/27/2023","AQS","130890002","2","30.2","ppb","28","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/28/2023","AQS","130890002","2","26.7","ppb","25","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/29/2023","AQS","130890002","2","18.7","ppb","17","South DeKalb","19","79.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/30/2023","AQS","130890002","2","15","ppb","14","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"12/31/2023","AQS","130890002","2","30.4","ppb","28","South DeKalb","24","100.0000","42602","Nitrogen dioxide (NO2)","256","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/01/2023","AQS","130890003","1","29.2","ppb","27","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/02/2023","AQS","130890003","1","16.6","ppb","15","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/03/2023","AQS","130890003","1","21","ppb","20","NR-285","19","79.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/04/2023","AQS","130890003","1","38.3","ppb","36","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/05/2023","AQS","130890003","1","32.6","ppb","30","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/06/2023","AQS","130890003","1","33.3","ppb","31","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/07/2023","AQS","130890003","1","38.7","ppb","36","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/08/2023","AQS","130890003","1","29.9","ppb","27","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/09/2023","AQS","130890003","1","34.7","ppb","32","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/10/2023","AQS","130890003","1","35.4","ppb","33","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/11/2023","AQS","130890003","1","34.5","ppb","32","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/12/2023","AQS","130890003","1","23.4","ppb","22","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/13/2023","AQS","130890003","1","14.6","ppb","13","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/14/2023","AQS","130890003","1","12.8","ppb","11","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/15/2023","AQS","130890003","1","41.5","ppb","39","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/16/2023","AQS","130890003","1","34.9","ppb","32","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/17/2023","AQS","130890003","1","28.3","ppb","26","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/18/2023","AQS","130890003","1","18.9","ppb","17","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/19/2023","AQS","130890003","1","12","ppb","11","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/20/2023","AQS","130890003","1","26.2","ppb","25","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/21/2023","AQS","130890003","1","24.9","ppb","23","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/22/2023","AQS","130890003","1","18.6","ppb","17","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/23/2023","AQS","130890003","1","31.9","ppb","29","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/24/2023","AQS","130890003","1","35.9","ppb","33","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/25/2023","AQS","130890003","1","25","ppb","24","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/26/2023","AQS","130890003","1","32.8","ppb","30","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/27/2023","AQS","130890003","1","36.1","ppb","34","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/28/2023","AQS","130890003","1","40.7","ppb","38","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/29/2023","AQS","130890003","1","34.5","ppb","32","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/30/2023","AQS","130890003","1","31.4","ppb","29","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"01/31/2023","AQS","130890003","1","27.1","ppb","25","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/01/2023","AQS","130890003","1","18.4","ppb","17","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/02/2023","AQS","130890003","1","23.5","ppb","22","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/03/2023","AQS","130890003","1","21.6","ppb","20","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/04/2023","AQS","130890003","1","28.9","ppb","26","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/05/2023","AQS","130890003","1","35.5","ppb","33","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/06/2023","AQS","130890003","1","41.1","ppb","39","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/07/2023","AQS","130890003","1","50.8","ppb","47","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/08/2023","AQS","130890003","1","41.5","ppb","39","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/09/2023","AQS","130890003","1","29.4","ppb","27","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/10/2023","AQS","130890003","1","29.3","ppb","27","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/11/2023","AQS","130890003","1","24.4","ppb","23","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/12/2023","AQS","130890003","1","17.8","ppb","16","NR-285","22","92.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/13/2023","AQS","130890003","1","48.3","ppb","45","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/14/2023","AQS","130890003","1","32.8","ppb","30","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/15/2023","AQS","130890003","1","40.1","ppb","38","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/16/2023","AQS","130890003","1","22.7","ppb","21","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
"02/17/2023","AQS","130890003","1","15.1","ppb","14","NR-285","24","100.0000","42602","Nitrogen dioxide (NO2)","074","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6986428432527","-84.2726136336632"
